,steered_angle,heave,pitch,front_heave,rear_heave,roll
0,-0.9599310885968813,0.3208823619022386,0.2896653472301744,0.6354533876848215,0.01864745477779628,0.300478082086914
1,-0.4799655442984406,0.32660387908893124,0.22671340641657714,0.5728070506664883,0.09005573384774895,0.4179111800824834
2,0.0,0.3358153148020686,0.21284389283104851,0.5669560864728196,0.11373888711840588,0.243344157654571
3,0.47996554429844074,0.3306798979842151,0.1972781935552185,0.5449163275669369,0.12484489701258045,0.47106183111304034
4,0.9599310885968813,0.3338262175594312,0.19867627570011923,0.5495809583745147,0.12653244697239022,0.39150860410907795
5,-0.9599310885968813,0.3533243246682059,0.35736801464543516,0.7414260575875364,-0.019557732450366516,-0.09378112326192098
6,-0.4799655442984406,0.3457146786554749,0.3521018879555482,0.7280968166790351,-0.02167208140637711,0.2595812368085448
7,0.0,0.34916393718902006,0.28004516965717424,0.6532869571430682,0.05696731017434642,0.48279075779638025
8,0.47996554429844074,0.35148289959505635,0.25443383775848244,0.6277910286946146,0.08601038340136313,0.5566105073203874
9,0.9599310885968813,0.3528863988751604,0.2494869056909292,0.6238220218831413,0.09257570225964928,0.5572207563433015
10,-0.9599310885968813,0.37855048032717437,0.33831175402253166,0.7459551321201292,0.025553854094727546,-0.36646749223497727
11,-0.4799655442984406,0.3738245903069861,0.3607928509951433,0.7656460876122553,-0.002631358084350943,-0.3642489143818668
12,0.0,0.3743409920458707,0.4473345849050944,0.8601607239255499,-0.09242698564244856,-0.0010208550109500364
13,0.47996554429844074,0.37166537628032814,0.37153556249993097,0.7751547613806442,-0.016000895678798976,0.34808474897999514
14,0.9599310885968813,0.3779202786920976,0.3397377447939111,0.7468736933001314,0.023435625441241614,0.36937661430061847
15,-0.9599310885968813,0.35239365942688927,0.25326303334206873,0.6274302608243831,0.08814280710380701,-0.5457573787077946
16,-0.4799655442984406,0.35000361361977483,0.25973284881900505,0.6320666346983672,0.07900188748544107,-0.5533996368025937
17,0.0,0.3491062705194631,0.27774800738129113,0.6507344647582659,0.059306632917476065,-0.48876466330102847
18,0.47996554429844074,0.34542654861393773,0.3574850782715864,0.7336554258501586,-0.027577666769882436,-0.2533984281783353
19,0.9599310885968813,0.35229785079985354,0.3611412019945734,0.7444976977991111,-0.024521610042570363,0.09713455882342142
20,-0.9599310885968813,0.32963695511840346,0.20129452846695858,0.5482351100151639,0.11961127688426113,-0.45962511148954577
21,-0.4799655442984406,0.3330876822841126,0.1870440136214308,0.5362098668247608,0.13793107360780366,-0.4582125785125315
22,0.0,0.32918003508807964,0.19727301164024616,0.5434108371351976,0.12335044096437811,-0.4964256134139716
23,0.47996554429844074,0.3283814746220992,0.2176967483987101,0.5647924725957593,0.10124149617681796,-0.429123242000017
24,0.9599310885968813,0.3195773383605804,0.29797237061909926,0.6431702742359684,0.00867432153912917,-0.29520273565654614
25,-0.9599310885968813,0.3362686056153442,0.16279925089432368,0.5130613557418267,0.1664089045134297,0.40063176033610576
26,-0.4799655442984406,0.32974666172256456,0.15435809117600827,0.4973725053291687,0.16869438061033704,0.6084875607648568
27,0.47996554429844074,0.33122758331453817,0.15293161351394174,0.49730430770284173,0.1716636716473445,0.5780268534876382
28,0.9599310885968813,0.33040892078223594,0.14827038451104776,0.49142367225100636,0.17570847329263303,0.6226023203477842
29,-0.9599310885968813,0.3318401428881062,0.15470414105472075,0.4998417881705159,0.170426797420693,-0.5528470163164768
30,-0.4799655442984406,0.33136283547670725,0.15231027268395247,0.49676479945445445,0.17244722302749915,-0.5767252270140483
31,0.47996554429844074,0.3291030083032665,0.14828846705058094,0.49013739692090597,0.17438369374906387,-0.6513717494287613
32,0.9599310885968813,0.33641416692963433,0.16288265297237517,0.5132974899571502,0.1664674448051583,-0.3965643601160648
33,-0.9599310885968813,0.3706549820679657,-0.09039366911085357,0.2724922062866014,0.46496823723045294,0.44142067777974847
34,-0.4799655442984406,0.35811695965018264,-0.09830168162100988,0.25136643303538087,0.4606811911036196,0.7738290725661365
35,0.47996554429844074,0.3549814064363117,-0.10027520054896841,0.2460877233137835,0.459604749044231,0.8571377809093246
36,0.9599310885968813,0.35460216370452835,-0.1005137835235679,0.2454493896836029,0.45947443678345673,0.8672187611756276
37,-0.9599310885968813,0.3555504283441949,-0.09991718119559531,0.24704553888687175,0.4598002240973093,-0.842014082684791
38,-0.4799655442984406,0.3556698391232992,-0.09984204292651719,0.24724654659981432,0.45984123782233366,-0.8388406333115165
39,0.47996554429844074,0.3580818520363446,-0.09832378755940069,0.25130731933074635,0.4606691481652527,-0.7747614521717097
40,0.9599310885968813,0.37071740692630695,-0.09035423014806618,0.2725974600706728,0.464989512728779,-0.43976852548032663
41,-0.9599310885968813,0.3871620339544083,-0.25407723257319953,0.11124118857163395,0.6522624540280542,0.4098434307261057
42,-0.4799655442984406,0.37955482884310066,-0.2576719455336836,0.09973001555282174,0.6484061200435647,0.6152599543729296
43,0.47996554429844074,0.3763137011887735,-0.25837501471684726,0.09572533229672592,0.645898604634074,0.7035606010602627
44,0.9599310885968813,0.3760005114256415,-0.25809225122301593,0.09571923276510214,0.6452903673936108,0.7117697003339063
45,-0.9599310885968813,0.37713876435445276,-0.2578963542249049,0.0970702360904721,0.6462242130786695,-0.6794417737970261
46,-0.4799655442984406,0.37730660160569945,-0.25831655627089617,0.09678172046705552,0.6468305070134162,-0.6762074194158939
47,0.47996554429844074,0.37896778808795145,-0.2585314416959837,0.09820953445149333,0.648715914130823,-0.6341912074976487
48,0.9599310885968813,0.38721342303556683,-0.2540453478489363,0.11132720539670954,0.6522805733160375,-0.40844347918856533
49,-0.9599310885968813,0.40209855379029946,-0.3267138839458839,0.04729023487466427,0.7429928209837529,0.2320159655233823
50,-0.4799655442984406,0.3917270546114368,-0.321385649889821,0.042705639172538445,0.727061355719398,0.489678887433443
51,0.0,0.3902844278756346,-0.31583444970724794,0.04729204991209812,0.7198261243504049,0.507987105130993
52,0.47996554429844074,0.38632814774908475,-0.29929479244181834,0.061298979950623,0.698611073673097,0.5432619451162298
53,0.9599310885968813,0.38631766270295886,-0.2820733180134986,0.07999197548739839,0.6806305778708504,0.5224693849197192
54,-0.9599310885968813,0.4440961701337942,-0.3070006498722363,0.11069793662165378,0.7644199631160469,-0.08792266255979952
55,-0.4799655442984406,0.4353660631002112,-0.29657112369464966,0.1132949665807611,0.7448069205404672,0.2639641908804233
56,0.0,0.42200205157222975,-0.2919687870546786,0.10492936166113997,0.7266405183495513,0.5413197437456687
57,0.47996554429844074,0.4190520762250725,-0.3106347190619423,0.08170698896182621,0.7431679443799561,0.6113417179667203
58,0.9599310885968813,0.41674788559029746,-0.2843871147758302,0.10790929936972216,0.7134751547041835,0.624862324519899
59,-0.9599310885968813,0.46247919621813294,-0.30004549808691633,0.13663471502386004,0.7755454624636108,-0.43896404108468257
60,-0.4799655442984406,0.4664756796163482,-0.3093712308346818,0.13050283031557558,0.7892731230621886,-0.3843462724016428
61,0.0,0.48410602765138777,-0.26750607236588914,0.19360100730334917,0.7632186942602875,-0.0005941143612085496
62,0.47996554429844074,0.4663446129953225,-0.30726517425425925,0.1326590878347939,0.7869444312868108,0.38093716616213386
63,0.9599310885968813,0.4617330739104983,-0.295578345661888,0.14074019376241437,0.7701379979743437,0.4475919477264
64,-0.9599310885968813,0.41701847960660987,-0.278798735672199,0.11424914576388634,0.7079145062398148,-0.6261528527727435
65,-0.4799655442984406,0.41931838112969244,-0.29908124876991493,0.09452113506535986,0.7313784802895413,-0.592893612841079
66,0.0,0.42339344939559165,-0.30648845704816297,0.090551492310038,0.7431827807130843,-0.539162679433205
67,0.47996554429844074,0.4337300567223488,-0.27860508623784314,0.13117103519821316,0.7244240185788713,-0.26346289991434546
68,0.9599310885968813,0.4436345315576745,-0.3053507111262745,0.11202824357235919,0.7622366513867029,0.10330582915544946
69,-0.9599310885968813,0.38334599741940956,-0.2642995752556503,0.09632335292762945,0.6591128519311198,-0.5353810585293625
70,-0.4799655442984406,0.3865434216231259,-0.28537477266410277,0.07663218831438673,0.684301273233483,-0.5184786423692382
71,0.0,0.3893568699620505,-0.3072774439575495,0.055658019059593056,0.7099694914173527,-0.5059632855488834
72,0.47996554429844074,0.3935280207468285,-0.33849473165292737,0.025924637790817828,0.7467155847633877,-0.48103700807812716
73,0.9599310885968813,0.4005749208774723,-0.32135015287406965,0.05159205805616757,0.7358721812351965,-0.25744464771037007
